date,value
2015-06-19,-0.1644
2015-06-26,-0.3178
2015-07-03,0.0687
2015-07-10,-0.0154
2015-07-17,-0.3417
2015-07-24,-0.1863
2015-07-31,-0.0958
2015-08-07,-0.1436
2015-08-14,-0.0504
2015-08-21,0.1741
2015-08-28,0.6701
2015-09-04,0.2862
2015-09-11,0.1793
2015-09-18,0.1938
2015-09-25,0.4212
2015-10-02,0.6939
2015-10-09,0.0746
2015-10-16,0.1511
2015-10-23,0.0287
2015-10-30,-0.008
2015-11-06,-0.0829
2015-11-13,0.1297
2015-11-20,0.1016
2015-11-27,0.0465
2015-12-04,0.1253
2015-12-11,0.4573
2015-12-18,0.5374
2015-12-25,0.3778
2016-01-01,0.3156
2016-01-08,0.6994
2016-01-15,0.8671
2016-01-22,0.9816
2016-01-29,0.5377
2016-02-05,0.713
2016-02-12,1.2507
2016-02-19,0.5724
2016-02-26,0.5512
2016-03-04,0.235
2016-03-11,0.2708
2016-03-18,0.1577
2016-03-25,0.1603
2016-04-01,0.3776
2016-04-08,0.335
2016-04-15,0.0904
2016-04-22,-0.0239
2016-04-29,0.0666
2016-05-06,0.2669
2016-05-13,0.177
2016-05-20,0.0744
2016-05-27,-0.0047
2016-06-03,0.1241
2016-06-10,0.1513
2016-06-17,0.5648
2016-06-24,0.2551
2016-07-01,0.5797
2016-07-08,0.2045
2016-07-15,-0.1017
2016-07-22,0.0911
2016-07-29,0.2339
2016-08-05,0.3546
2016-08-12,0.2102
2016-08-19,0.191
2016-08-26,0.2683
2016-09-02,0.2813
2016-09-09,0.2926
2016-09-16,0.4988
2016-09-23,0.3295
2016-09-30,0.3088
2016-10-07,0.0881
2016-10-14,0.2226
2016-10-21,0.1796
2016-10-28,0.1051
2016-11-04,0.4922
2016-11-11,-0.0124
2016-11-18,-0.0358
2016-11-25,-0.1179
2016-12-02,-0.008
2016-12-09,-0.2577
2016-12-16,-0.1556
2016-12-23,-0.1009
2016-12-30,-0.0574
2017-01-06,-0.0997
2017-01-13,-0.111
2017-01-20,-0.0891
2017-01-27,-0.2025
2017-02-03,-0.1383
2017-02-10,-0.1777
2017-02-17,-0.3008
2017-02-24,-0.2259
2017-03-03,-0.3959
2017-03-10,-0.4115
2017-03-17,-0.3698
2017-03-24,-0.2437
2017-03-31,-0.4135
2017-04-07,-0.3856
2017-04-14,-0.2585
2017-04-21,-0.2566
2017-04-28,-0.585
2017-05-05,-0.5066
2017-05-12,-0.6134
2017-05-19,-0.4774
2017-05-26,-0.6598
2017-06-02,-0.628
2017-06-09,-0.7167
2017-06-16,-0.7129
2017-06-23,-0.4836
2017-06-30,-0.5631
2017-07-07,-0.5953
2017-07-14,-0.5712
2017-07-21,-0.692
2017-07-28,-0.7251
2017-08-04,-0.6267
2017-08-11,-0.4658
2017-08-18,-0.4437
2017-08-25,-0.4666
2017-09-01,-0.5145
2017-09-08,-0.4299
2017-09-15,-0.6756
2017-09-22,-0.7165
2017-09-29,-0.6669
2017-10-06,-0.7115
2017-10-13,-0.6749
2017-10-20,-0.7428
2017-10-27,-0.7466
2017-11-03,-0.7094
2017-11-10,-0.681
2017-11-17,-0.6768
2017-11-24,-0.8316
2017-12-01,-0.7865
2017-12-08,-0.7162
2017-12-15,-0.6533
2017-12-22,-0.6146
2017-12-29,-0.5132
2018-01-05,-0.632
2018-01-12,-0.712
2018-01-19,-0.6531
2018-01-26,-0.6643
2018-02-02,-0.509
2018-02-09,0.0937
2018-02-16,-0.2668
2018-02-23,-0.3461
2018-03-02,-0.0778
2018-03-09,-0.1022
2018-03-16,-0.0312
2018-03-23,0.2485
2018-03-30,0.3309
2018-04-06,0.3295
2018-04-13,0.1299
2018-04-20,-0.0718
2018-04-27,-0.0357
2018-05-04,-0.0014
2018-05-11,-0.2443
2018-05-18,-0.3042
2018-05-25,-0.2378
2018-06-01,0.054
2018-06-08,-0.397
2018-06-15,-0.3472
2018-06-22,-0.2803
2018-06-29,-0.0683
2018-07-06,-0.1971
2018-07-13,-0.4259
2018-07-20,-0.4624
2018-07-27,-0.5457
2018-08-03,-0.4522
2018-08-10,-0.5583
2018-08-17,-0.4521
2018-08-24,-0.6348
2018-08-31,-0.6791
2018-09-07,-0.6055
2018-09-14,-0.7195
2018-09-21,-0.8186
2018-09-28,-0.7557
2018-10-05,-0.7914
2018-10-12,-0.448
2018-10-19,-0.5104
2018-10-26,-0.2162
2018-11-02,-0.2294
2018-11-09,-0.4751
2018-11-16,-0.0296
2018-11-23,0.0495
2018-11-30,-0.1492
2018-12-07,0.1997
2018-12-14,0.2585
2018-12-21,0.5367
2018-12-28,0.6649
2019-01-04,0.3086
2019-01-11,-0.1826
2019-01-18,-0.1509
2019-01-25,-0.1281
2019-02-01,-0.1487
2019-02-08,-0.2943
2019-02-15,-0.36
2019-02-22,-0.5259
2019-03-01,-0.5863
2019-03-08,-0.4689
2019-03-15,-0.5734
2019-03-22,-0.5845
2019-03-29,-0.324
2019-04-05,-0.6747
2019-04-12,-0.6581
2019-04-19,-0.7761
2019-04-26,-0.6373
2019-05-03,-0.6763
2019-05-10,-0.3835
2019-05-17,-0.3591
2019-05-24,-0.4794
2019-05-31,-0.1882
2019-06-07,-0.2101
2019-06-14,-0.434
2019-06-21,-0.3463
2019-06-28,-0.3412
2019-07-05,-0.529
2019-07-12,-0.4548
2019-07-19,-0.3663
2019-07-26,-0.4942
2019-08-02,-0.2691
2019-08-09,0.24
2019-08-16,0.1929
2019-08-23,-0.0954
2019-08-30,-0.0555
2019-09-06,-0.101
2019-09-13,-0.3503
2019-09-20,-0.1558
2019-09-27,0.0971
2019-10-04,0.3601
2019-10-11,0.1334
2019-10-18,-0.1387
2019-10-25,-0.136
2019-11-01,-0.072
2019-11-08,-0.1035
2019-11-15,-0.1112
2019-11-22,-0.0598
2019-11-29,-0.197
2019-12-06,-0.0999
2019-12-13,-0.275
2019-12-20,-0.3736
2019-12-27,-0.1888
2020-01-03,-0.2352
2020-01-10,-0.3611
2020-01-17,-0.5289
2020-01-24,-0.4176
2020-01-31,-0.1298
2020-02-07,-0.4685
2020-02-14,-0.5764
2020-02-21,-0.4527
2020-02-28,0.6579
2020-03-06,1.3277
2020-03-13,3.4956
2020-03-20,5.6539
2020-03-27,5.369
2020-04-03,3.156
2020-04-10,2.6122
2020-04-17,1.8779
2020-04-24,2.4022
2020-05-01,1.2426
2020-05-08,0.9435
2020-05-15,0.9164
2020-05-22,0.4311
2020-05-29,0.2031
2020-06-05,-0.0894
2020-06-12,0.274
2020-06-19,0.4787
2020-06-26,0.5047
2020-07-03,0.417
2020-07-10,0.1172
2020-07-17,0.071
2020-07-24,-0.2206
2020-07-31,-0.0715
2020-08-07,-0.2006
2020-08-14,-0.2616
2020-08-21,-0.0632
2020-08-28,-0.2639
2020-09-04,-0.1141
2020-09-11,0.0573
2020-09-18,-0.1276
2020-09-25,0.2555
2020-10-02,-0.0713
2020-10-09,-0.2318
2020-10-16,-0.0864
2020-10-23,0.0143
2020-10-30,0.3907
2020-11-06,-0.0705
2020-11-13,-0.4765
2020-11-20,-0.1582
2020-11-27,-0.394
2020-12-04,-0.441
2020-12-11,-0.4163
2020-12-18,-0.3735
2020-12-25,-0.4144
2021-01-01,-0.4716
2021-01-08,-0.4813
2021-01-15,-0.5248
2021-01-22,-0.5121
2021-01-29,-0.2639
2021-02-05,-0.5719
2021-02-12,-0.7577
2021-02-19,-0.6481
2021-02-26,-0.4399
2021-03-05,-0.402
2021-03-12,-0.4944
2021-03-19,-0.5407
2021-03-26,-0.6205
2021-04-02,-0.7124
2021-04-09,-0.8118
2021-04-16,-0.764
2021-04-23,-0.714
2021-04-30,-0.8012
2021-05-07,-0.802
2021-05-14,-0.7433
2021-05-21,-0.7098
2021-05-28,-0.8087
2021-06-04,-0.8446
2021-06-11,-0.7913
2021-06-18,-0.7702
2021-06-25,-0.8004
2021-07-02,-0.8411
2021-07-09,-0.7094
2021-07-16,-0.7986
2021-07-23,-0.5666
2021-07-30,-0.7622
2021-08-06,-0.6741
2021-08-13,-0.8583
2021-08-20,-0.6175
2021-08-27,-0.7652
2021-09-03,-0.759
2021-09-10,-0.7099
2021-09-17,-0.6771
2021-09-24,-0.5426
2021-10-01,-0.6284
2021-10-08,-0.6359
2021-10-15,-0.7293
2021-10-22,-0.9031
2021-10-29,-0.8105
2021-11-05,-0.6817
2021-11-12,-0.7874
2021-11-19,-0.6874
2021-11-26,-0.4874
2021-12-03,-0.17
2021-12-10,-0.705
2021-12-17,-0.4988
2021-12-24,-0.5805
2021-12-31,-0.7691
2022-01-07,-0.6998
2022-01-14,-0.6608
2022-01-21,-0.384
2022-01-28,-0.2024
2022-02-04,-0.5132
2022-02-11,-0.5853
2022-02-18,-0.1657
2022-02-25,-0.0075
2022-03-04,0.2919
2022-03-11,0.1493
2022-03-18,-0.3074
2022-03-25,-0.6106
2022-04-01,-0.4766
2022-04-08,-0.3706
2022-04-15,-0.2809
2022-04-22,-0.3863
2022-04-29,0.179
2022-05-06,0.2089
2022-05-13,0.5573
2022-05-20,0.303
2022-05-27,0.2774
2022-06-03,-0.1635
2022-06-10,-0.0495
2022-06-17,0.0319
2022-06-24,0.3734
2022-07-01,0.6085
2022-07-08,0.4231
2022-07-15,0.0638
2022-07-22,-0.2749
2022-07-29,-0.1959
2022-08-05,-0.4843
2022-08-12,-0.4048
2022-08-19,-0.3697
2022-08-26,-0.206
2022-09-02,-0.1375
2022-09-09,-0.311
2022-09-16,-0.4384
2022-09-23,0.1312
2022-09-30,0.5194
2022-10-07,0.1643
2022-10-14,0.287
2022-10-21,-0.1486
2022-10-28,-0.2946
2022-11-04,-0.3884
2022-11-11,-0.3241
2022-11-18,-0.2274
2022-11-25,-0.2298
2022-12-02,-0.1194
2022-12-09,0.1192
2022-12-16,0.0056
2022-12-23,0.0243
2022-12-30,-0.0401
2023-01-06,-0.1671
2023-01-13,-0.4247
2023-01-20,-0.3924
2023-01-27,-0.5122
2023-02-03,-0.5523
2023-02-10,-0.6114
2023-02-17,-0.4704
2023-02-24,-0.2327
2023-03-03,-0.4486
2023-03-10,-0.0909
2023-03-17,1.0961
2023-03-24,0.2658
2023-03-31,-0.2733
2023-04-07,-0.0973
2023-04-14,-0.4853
2023-04-21,-0.6591
2023-04-28,-0.2937
2023-05-05,-0.3327
2023-05-12,-0.5126
2023-05-19,-0.446
2023-05-26,-0.3235
2023-06-02,-0.4723
2023-06-09,-0.6981
2023-06-16,-0.6127
2023-06-23,-0.5894
2023-06-30,-0.6975
2023-07-07,-0.7504
2023-07-14,-0.6946
2023-07-21,-0.7383
2023-07-28,-0.7601
2023-08-04,-0.718
2023-08-11,-0.66
2023-08-18,-0.6217
2023-08-25,-0.6807
2023-09-01,-0.6934
2023-09-08,-0.7156
2023-09-15,-0.7135
2023-09-22,-0.7188
2023-09-29,-0.4988
2023-10-06,-0.4274
2023-10-13,-0.5408
2023-10-20,-0.3281
2023-10-27,-0.3484
2023-11-03,-0.6074
2023-11-10,-0.7321
2023-11-17,-0.6239
2023-11-24,-0.7349
2023-12-01,-0.5345
2023-12-08,-0.5018
2023-12-15,-0.6105
2023-12-22,-0.4384
2023-12-29,-0.4192
2024-01-05,-0.5572
2024-01-12,-0.7106
2024-01-19,-0.808
2024-01-26,-0.8333
2024-02-02,-0.757
2024-02-09,-0.5998
2024-02-16,-0.6445
2024-02-23,-0.6731
2024-03-01,-0.7919
2024-03-08,-0.7927
2024-03-15,-0.9239
2024-03-22,-0.9426
2024-03-29,-0.9345
2024-04-05,-0.8446
2024-04-12,-0.7952
2024-04-19,-0.4172
2024-04-26,-0.8411
2024-05-03,-0.8305
2024-05-10,-0.923
2024-05-17,-0.9104
2024-05-24,-0.9607
2024-05-31,-0.8508
2024-06-07,-0.844
2024-06-14,-0.8705
2024-06-21,-0.8315
2024-06-28,-0.8363
2024-07-05,-0.828
2024-07-12,-0.8322
2024-07-19,-0.6644
2024-07-26,-0.6224
2024-08-02,-0.3412
2024-08-09,-0.1638
2024-08-16,-0.7383
2024-08-23,-0.6486
2024-08-30,-0.6502
2024-09-06,-0.3917
2024-09-13,-0.3172
2024-09-20,-0.4443
2024-09-27,-0.2706
2024-10-04,-0.6107
2024-10-11,-0.5881
2024-10-18,-0.5345
2024-10-25,-0.3849
2024-11-01,-0.2954
2024-11-08,-0.5651
2024-11-15,-0.8
2024-11-22,-0.613
2024-11-29,-0.6197
2024-12-06,-0.5304
2024-12-13,-0.58
2024-12-20,-0.4969
2024-12-27,-0.6235
2025-01-03,-0.6213
2025-01-10,-0.8004
2025-01-17,-0.8261
2025-01-24,-0.9751
2025-01-31,-0.7626
2025-02-07,-0.7841
2025-02-14,-0.8293
2025-02-21,-0.7609
2025-02-28,-0.4557
2025-03-07,-0.3546
2025-03-14,-0.2139
2025-03-21,-0.6434
2025-03-28,-0.623
2025-04-04,0.0991
2025-04-11,0.5852
2025-04-18,-0.2005
2025-04-25,-0.2667
2025-05-02,-0.3428
2025-05-09,-0.4673
2025-05-16,-0.8965
2025-05-23,-0.5004
2025-05-30,-0.5376
2025-06-06,-0.8069
2025-06-13,-0.7842
2025-06-20,-0.6529
2025-06-27,-0.7052
2025-07-04,-0.8796
2025-07-11,-0.752
2025-07-18,-0.7174
2025-07-25,-0.802
2025-08-01,-0.6832
2025-08-08,-0.5733
2025-08-15,-0.8212
2025-08-22,-0.7555
2025-08-29,-0.6102
2025-09-05,-0.4258
2025-09-12,-0.5697
2025-09-19,-0.5961
2025-09-26,-0.5398
2025-10-03,-0.4993
2025-10-10,-0.4885
2025-10-17,-0.3718
2025-10-24,-0.513
2025-10-31,-0.4628
2025-11-07,-0.3135
2025-11-14,-0.5095
2025-11-21,-0.1347
2025-11-28,-0.3971
2025-12-05,-0.426
2025-12-12,-0.3597
2025-12-19,-0.3401
2025-12-26,-0.5806
2026-01-02,-0.5644
2026-01-09,-0.663
2026-01-16,-0.6504
2026-01-23,-0.7118
2026-01-30,-0.678
2026-02-06,-0.6555
2026-02-13,-0.6201
2026-02-20,-0.488
2026-02-27,-0.4432
2026-03-06,-0.4292
2026-03-13,-0.2996
2026-03-20,-0.3677
